,論文の発行年,論文が発行された媒体,媒体の巻号,論文タイトル,著者,媒体のページ数
4040,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22222 白川郷合掌造り民家の垂れ壁付き独立柱の静加力実験(伝統構法部位・構造要素(3),構造III)",松田 昌洋 / 腰原 幹雄,443-444
4041,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22223 伝統的木造建築物の垂れ壁付き壁構面に関する実験的研究 : 土壁の有無をパラメータとした静的実験(伝統構法部位・構造要素(3),構造III)",丹下 耕助 / 五十田 博 / 河合 直人 / 岡部 実 / 中川 貴文,445-446
4042,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22224 伝統的木造建築物の耐震要素と落とし込み板壁の実験(伝統構法部位・構造要素(3),構造III)",水谷 友香 / 竹内 規裕 / 五十田 博,447-448
4043,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22225 伝統的木造五重塔の振動特性に関する研究 : その9 伝統構法三重塔の被災履歴と構法的特徴(伝統構法部位・構造要素(3),構造III)",タン チー シャン / 藤田 香織,449-450
4044,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22226 上下階の壁配置が伝統構法木造住宅の耐震性能に与える影響(伝統構法部位・構造要素(3),構造III)",河原 大 / 後藤 正美,451-452
4045,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22227 伝統木造建築の耐震性向上のための改修補強法の研究 : その5. 耐震障子の提案(伝統建築耐震診断・補強,構造III)",小岱 冬樹 / 片岡 靖夫 / 脇田 健裕 / 望月 義伸,453-454
4046,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22228 柱の傾斜復元力に着目した伝統構法軸組の耐震補強 : その2 柱断面寸法と補強部材の材種をパラメータとした実験(伝統建築耐震診断・補強,構造III)",須田 達 / 田代 靖彦 / 向坊 恭介 / 鈴木 祥之,455-456
4047,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22229 伝統木造建築物に適用する耐震補強工法の実大架構実験(伝統建築耐震診断・補強,構造III)",山上 聡 / 岸本 剛 / 安井 健治 / 平野 晋,457-458
4048,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22230 海野宿地区における伝統的木造住宅の耐震性能(伝統建築耐震診断・補強,構造III)",若林 大介 / 五十田 博,459-460
4049,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22231 小規模寺社建築の耐震性能に関する研究 : その1 当該建築の概要および耐震診断(伝統建築耐震診断・補強,構造III)",萬田 隆 / 陶器 浩一 / 澤 修平,461-462
4050,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22232 小規模寺社建築の耐震性能に関する研究 : その2 当該建築の耐震性能および耐震補強(伝統建築耐震診断・補強,構造III)",澤 修平 / 陶器 浩一 / 萬田 隆,463-464
4051,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22233 画像計測を用いた重要文化財五重塔の長期モニタリング(伝統建築耐震診断・補強,構造III)",箕輪 親宏 / 河合 直人 / 中川 貴文 / 新津 靖 / 松田 昌洋 / 花里 利一,465-466
4052,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22234 外張り断熱耐力壁による木造住宅の耐震補強効果に関する研究(住宅耐震診断・補強(1),構造III)",渡部 大地 / 植松 武是 / 千葉 隆弘 / 苫米地 司,467-468
4053,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22235 部分合板貼工法を用いた土壁の簡易耐震補強(住宅耐震診断・補強(1),構造III)",山崎 和浩 / 井戸田 秀樹 / 山田 耕司,469-470
4054,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22236 耐震補強を目的とした開口部を持つ構面の繰り返し実験 : その2(住宅耐震診断・補強(1),構造III)",神谷 章太 / 五十田 博,471-472
4055,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22237 高分子材料を用いた仕口補強材の開発と検証実験 : その2 高剛性タイプの開発及び様々な取り付け方法の検討(住宅耐震診断・補強(1),構造III)",野島 千里 / 樫原 健一 / 鎌田 輝男,473-474
4056,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22238 実例15棟診断結果を用いた「一般診断法」修正評点と「精密診断法1」評点の比較検討(住宅耐震診断・補強(1),構造III)",佐久間 順三 / 入江 康隆,475-476
4057,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22239 地域文化を活かす歴史的街並群の再生のための工学的アプローチ : その4 木造建築物の耐震改修における構造性能と費用の相対関係に関する研究(住宅耐震診断・補強(2),構造III)",今井 健太 / 野口 弘行 / 内山 善明,477-478
4058,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22240 木造住宅の耐震診断と耐震改修に関する住民の意識の質問紙調査(住宅耐震診断・補強(2),構造III)",岩井 哲 / 近藤 皓彦,479-480
4059,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22241 木造幼稚園の耐震診断(住宅耐震診断・補強(2),構造III)",辻川 誠 / 稲山 正弘,481-482
4060,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22242 木構造一部鉄筋コンクリート造の耐震診断事例(住宅耐震診断・補強(2),構造III)",野口 智史 / 北條 稔郎 / 白髪 誠一,483-484
4061,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22243 木造建築用制振装置の開発と耐震補強についての設計的検討(住宅耐震診断・補強(2),構造III)",鈴木 一輝 / 脇田 健裕 / 片岡 靖夫 / 渡邊 力,485-486
4062,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22244 木造建築用自動設置耐震装置の開発 : 気象庁地震速報と連動した耐震システムの開発(住宅耐震診断・補強(2),構造III)",白井 健介 / 片岡 靖夫 / 水谷 敏和 / 三城 繁伸 / 脇田 健裕 / 小岱 冬樹,487-488
4063,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22245 無筋コンクリート布基礎を対象とした乾式曲げ補強工法に関する研究 : (その1)予備試験及び要素試験(住宅耐震診断・補強(3),構造III)",今西 達也 / 杉本 貴之 / 完山 利行 / 村上 雅英,489-490
4064,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22246 無筋コンクリート布基礎を対象とした乾式曲げ補強工法に関する研究 : (その2)本試験(住宅耐震診断・補強(3),構造III)",杉本 貴之 / 今西 達也 / 完山 利行 / 村上 雅英,491-492
4065,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22247 木造住宅布基礎の貫通孔補強に関する実験的研究 : その1 貫通孔による最大耐力の低下について(住宅耐震診断・補強(3),構造III)",張替 亮太朗 / 横濱 大悟 / 横浜 茂之,493-494
4066,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22248 木造住宅布基礎の貫通孔補強に関する実験的研究 : その2 貫通孔の補強実験(住宅耐震診断・補強(3),構造III)",横浜 茂之 / 張替 亮太朗 / 横濱 大悟,495-496
4067,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22249 鋼板補強した無筋コンクリート布基礎の破壊性状に関する実験的研究 : その1 ねじ込み式アンカーの耐力と引張側のみを鋼板補強した布基礎の実験(住宅耐震診断・補強(3),構造III)",石山 実樹 / 横浜 茂之 / 横濱 大悟 / 張替 亮太朗,497-498
4068,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22250 鋼板補強した無筋コンクリート布基礎の破壊性状に関する実験的研究 : その2 上下鋼板補強した布基礎の実験と考察(住宅耐震診断・補強(3),構造III)",横濱 大悟 / 張替 亮太朗 / 佐々木 伸也 / 横浜 茂之,499-500
4069,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22251 木造既存家屋の耐震診断上部構造評点と固有振動数の関係(住宅耐震診断・補強(4),構造III)",近藤 皓彦 / 岩井 哲,501-502
4070,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22252 微動測定による木造軸組構法住宅の耐震性能評価の可能性(住宅耐震診断・補強(4),構造III)",高尾 秀幸 / 森 清輝 / 田端 千夏子 / 齊藤 年男 / 大橋 好光,503-504
4071,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22253 可変振り子センサを用いた既存建築物動特性の推定法 : 周波数領域手法と時間領域手法の結合による計算効率向上の試み(住宅耐震診断・補強(4),構造III)",佐尾 敦宏 / 古川 忠稔 / 小林 祐亮,505-506
4072,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22254 水平起振器を用いた木造2階建住宅の体験型耐震診断法に関する研究 : (その1)固有振動数と1階構造評点との関係(住宅耐震診断・補強(4),構造III)",岩崎 雅士 / 今岡 克也,507-508
4073,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22255 水平起振器を用いた木造2階建住宅の体験型耐震診断法に関する研究 : (その2)ねじれ振幅率と偏心率との関係(住宅耐震診断・補強(4),構造III)",今岡 克也 / 岩崎 雅士,509-510
4074,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22256 現地調査から見た混構造住宅の構造的問題点と簡易耐震診断法の提案 : その1 木造住宅の載る鉄筋コンクリート構造物(住宅耐震診断・補強(4),構造III)",花井 勉 / 井戸田 秀樹 / 川端 寛文,511-512
4075,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22257 既存木造校舎に関するE-ディフェンス実験 : その1 構造仕様調査および耐震診断(振動台実験(1),構造III)",伊藤 梓 / 荒木 康弘 / 岡崎 太一郎 / 難波 尚 / 藤谷 秀雄 / 松森 泰造 / 梶原 浩一 / 清水 秀丸 / 佐貫 久,513-514
4076,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22258 既存木造校舎に関するE-ディフェンス実験 : その2 実験計画(振動台実験(1),構造III)",岡崎 太一郎 / 清水 秀丸 / 梶原 浩一 / 松森 泰造 / 荒木 康弘 / 荘所 直哉 / 難波 尚 / 藤谷 秀雄,515-516
4077,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22259 既存木造校舎に関するE-ディフェンス実験 : その3 実験結果(振動台実験(1),構造III)",竹平 憲司 / 藤井 章弘 / 岡崎 太一郎 / 荒木 康弘 / 難波 尚 / 清水 秀丸 / 梶原 浩一 / 藤谷 秀雄,517-518
4078,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22260 既存木造校舎に関するE-ディフェンス実験 : その4 損傷状況(振動台実験(1),構造III)",竹内 優 / 難波 尚 / 岡崎 太一郎 / 荒木 康弘 / 清水 秀丸 / 伊藤 梓 / 藤井 章弘 / 佐貫 久 / 藤谷 秀雄 / 梶原 浩一,519-520
4079,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22261 既存木造校舎に関するE-ディフェンス実験 : その5 現状試験体と補強試験体の比較(振動台実験(1),構造III)",荒木 康弘 / 荘所 直哉 / 清水 秀丸 / 岡崎 太一郎 / 竹内 優 / 伊藤 梓 / 梶原 浩一,521-522
4080,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22262 既存木造校舎に関するE-ディフェンス実験 : その6 地震時の教室空間(振動台実験(1),構造III)",梶原 浩一 / 岡崎 太一郎 / 清水 秀丸 / 荒木 康弘 / 難波 尚 / 松森 泰造 / 藤谷 秀雄,523-524
4081,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22263 実大木造住宅の振動台実験手法に関する研究 : その49 平成16年度から21年度までに振動実験を実施した試験体の検討結果の概要(振動台実験(2),構造III)",高橋 仁 / 上山 耕平 / 腰原 幹雄 / 五十田 博 / 河合 直人,525-526
4082,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22264 実大木造住宅の振動台実験手法に関する研究 : その50 品確法等級1から3に相当する標準試験体の検討(振動台実験(2),構造III)",上山 耕平 / 高橋 仁 / 腰原 幹雄 / 五十田 博 / 河合 直人,527-528
4083,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22265 スリップ型復元力特性を有する1/6縮小モデルの振動台実験 : その1 実験概要及び実験結果 シリーズ1(振動台実験(2),構造III)",大澤 敦 / 梶川 久光 / 岡田 由佳 / 野口 弘行,529-530
4084,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22266 スリップ型復元力特性を有する1/6縮小モデルの振動台実験 : その2 地震最大応答及び卓越振動数 シリーズ1(振動台実験(2),構造III)",岡田 由佳 / 梶川 久光 / 大澤 敦 / 野口 弘行,531-532
